id,name,location,state,phone,hookups,accommodations,pricePerNight,horseFeePerNight,maxRigLength,stallCount,paddockCount,hasWashRack,hasDumpStation,hasWifi,hasBathhouse,pullThroughAvailable,description,verified,notes
ridb-241237,"Sulphur Ranger District, near Winter Park & Granby",CO,CO,,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"Recreational opportunities abound in this haven located high up in the Rocky Mountains. The Sulphur Ranger District is over 442,000 acres in Grand County, Colorado. Being surrounded by mountain peaks, meadows and lakes, you are in for a truly majestic experience in this forest.Summers are filled with mountain biking near the towns of Winter Park and Fraser, hiking or backpacking in one of the five Wilderness areas or in the Arapaho National Recreation Area (ANRA), and enjoying the wildflowers and wildlife.Many of the hiking trails are also open to equestrians. The Three Lakes of Grand, Granby and Shadow Mountain are great places to escape with your boat or a fishing pole for a day. The Stillwater area next to the town of Grand Lake has miles of trails for off-highway vehicle (OHV) enthusiasts. Camping cannot be overlooked either with 15 campgrounds and nearly 500 campsites.",,
layover-1473852,Sunset Pines,"Parker, CO",CO,720-320-7255,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-232425,TEAL LAKE GROUP CAMPSITE,CO,CO,970-723-2700,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"Overview
Teal Lake Group Site and Campground is set along a small yet scenic lake in north central Colorado in the heart of the Rocky Mountains. Located in the Routt National Forest at an elevation of 9,000-ft., the lake is popular for trout fishing and lies close to a wilderness area with a variety of hiking and off-highway vehicle trails.Recreation
Trout fishing and boating are popular activities in the clear, calm waters of Teal Lake. Only electric boats and non-motorized boats are permitted. Off-road vehicle enthusiasts have easy access to the Grizzly-Helena Trail nearby. 

Hiking is great in the nearby Mount Zirkel wilderness, though hikers must drive to the trailheads.Facilities
Teal Lake provides 17 individual campsites and one group site for up to 30 people. Campsites are private and have ample space. The group site has four picnic tables and two campfire rings for groups to gather. Natural Features
Teal Lake is a 50-acre lake surrounded by a rocky shoreline and pine-fir forest. Some previously forested areas of the campground have been thinned due to pests and thus have more sun than others.

Black bear, bobcat, coyote, elk, mule deer and moose are just some of the many animals that inhabit the Medicine Bow-Routt National Forests and Thunder Basin National Grassland.

The area is generally snow-free from Memorial Day to Labor Day, but visitors should come prepared for anything, including freezing temperatures and snow during summer. 
Nearby Attractions
The closest town is Walden, Colorado. Many more outdoor opportunities exist in the nearly 3 million acres of surrounding national forests and grasslands, including hiking, biking, camping, horseback riding, OHV riding, fishing, hunting, sightseeing and winter sports.",,
ridb-232338,THIRTY MILE,"CREEDE, CO",CO,719-658-0829,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"Overview
Thirty Mile Campground is nestled on the banks of the Rio Grande River, just a short mile from the Rio Grande Reservoir. The location is perfect for anyone who loves to spend time fishing, canoeing and swimming. In addition, there are two trailheads and regular interpretive programs located at the campground. 

Across from the Thirty Mile is the Weminuche Wilderness, the largest wilderness area in Colorado. It's a famously rugged region with three mountain peaks reaching over 14,000 feet. 
Recreation
Anglers and hikers are common campers at Thirty Mile, and the San Juan Mountains provide great fun for backpackers and horse packers. 
Two trailheads, Squaw Creek and Weminuche Pass, lead eager hikers into the Weminuche Wilderness and link up to the Continental Divide National Scenic Trail.Facilities
No electric site hookups are available. Firewood is sold onsite. There is ample parking for day visitors but stock unloading and horse trailers are not permitted. Sites are designed for both tent and trailer camping. Drinking water is available. Natural Features
The campground is located in a meadow among mature spruce and aspen trees, just between the Rio Grande River and Squaw Creek. All sites are nicely shaded and some overlook the creek.

The Rio Grande National Forest spans 1.86 million acres in south-central Colorado. The Continental Divide runs for 236 miles along most of the forest's western border, presenting a myriad of ecosystems from alpine desert to dense wilderness.
Contact Info
For facility specific information, please call (805) 434-1996.",,
layover-8938809,Tally Ho Horse Hotel,"Rifle, CO",CO,970-625-0208,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-7982326,Thor's Horse BnB and Icelandic Rescue,"Steamboat Springs, CO",CO,309-236-2672,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-9113503,"Turtle Creek Farm, LLC","Fort Collins, CO",CO,970-215-3536,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-234660,UPPER CROSSING GUARD STATION,"Saguache, CO",CO,719-655-2547,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"Overview
Upper Crossing Guard Station is located at an elevation of 8,400 feet, along a scenic byway near the Continental Divide, offering visitors a comfortable lodging experience in a remote setting in Rio Grande National Forest. 

This guard station is the original headquarters of the old Cochetopa National Forest that existed for only a few years during the early part of the last century. 

Today, guests to the guard station will find plenty of opportunities for relaxation and recreation in south central Colorado.Recreation
The area offers many opportunities for hiking in summer, hunting in the fall and cross country skiing and snowmobiling in the winter.

The cabin sits at the confluence of two creeks and offers visitors excellent fishing for rainbow, cutthroat, brown and brook trout right out the front door. 


Hiking opportunities are in close proximity to the cabin, extending out to nearby wilderness and other public lands.Facilities
Upper Crossing Guard Station has all the amenities of a standard home, including electricity, heat and inside running water. It is furnished with three bunk beds, with twin beds on the top and fold-out full beds on the bottom, accommodating up to nine people. The cabin has electric lights, propane heater and wood burning stove. The living area has a table and chairs, couch and other furniture. The kitchen is equipped with a refrigerator, stove, hot water, some cooking utensils and some pots and pans. A picnic table, campfire grill and horseshoe pit are also on-site. 


Although the cabin has most amenities, guests do need to provide their own food, sleeping bags, linens, towels, dish soap, matches, cooking gear, first aid kit, toilet paper and garbage bags. It is recommended that guests bring an additional light source in case of emergencies.Natural Features
Upper Crossing Guard Station provides a remote setting that is easily accessible year-round via CO Highway 114. The brief dirt road leading to the cabin is actually the old ",,
layover-9444789,United Country Colorado Brokers/ AirbnB,"Hotchkiss, CO",CO,970-640-2741,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-259380,Vail Area,CO,CO,,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"The eastern portion of the Eagle-Holy Cross Ranger District surrounding the towns of Vail, Avon, and Redcliff, including the east side of the Holy Cross Wilderness and the west side of the Eagles Nest Wilderness.",,
ridb-251844,WILLIAMS CREEK CAMPGROUND,"Pagosa Springs, CO",CO,970-264-2268,Dump Station,Trails,0.0,0.0,0,0,0,False,False,False,False,True,"Overview
This popular campground, 23 miles north of Pagosa Springs, Colorado, offers both shaded and sunny campsites with some located creek-side. Visitors enjoy the area for its fishing, all-terrain vehicle (ATV) riding, and scenic opportunities.Recreation
The campground is one mile from Williams Reservoir, a popular fishing and kayaking spot. There are several ATV and hiking trails approximately one to five miles beyond the campground.Facilities
The campground offers many single family sites, some with water and sewer hookups and many with views of the surrounding mountains. There are two double sites and one triple site, suitable for larger family gatherings. There are a few level pull-through and back-in sites appropriate for larger RVs. Vault toilets and drinking water are available. Firewood may be purchased from the camp host.Natural Features
The campground is situated among cedar, aspen and ponderosa pines. Some sites are located on the banks of Williams Creek, which runs along the eastern edge of the campground; some have spectacular views of the surrounding mountains.
Nearby Attractions
There are many fishing opportunities in the creek and in the nearby reservoir. A popular hike nearby is Piedra Falls, located a short distance from the campground.  ATV enthusiasts enjoy Poison Park Road which is several miles from the campground, or traveling to East Fork Road to enjoy this four-wheel drive-only road to Silver Falls. Just a few miles north of Williams Creek Campground, is the Cimarrona Trail which begins across the road from its campground namesake.  The Williams Creek Trail begins at the end of the Williams Creek Road, at the Palisades Horse Camp.  Both run through the Weminuche Wilderness to connect with the Continental Divide Trail. In addition, the town of Pagosa Springs offers many festivals on the weekends and the hottest, deepest hot springs in the country.
Contact Info
For facility specific information, please call (661) 702-1420.Charges & Cancella",,
ridb-233941,WILLOW CREEK GROUP,"GRANBY, CO",CO,,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"Overview
Willow Creek Group Campground is located on Lake Granby, six miles north of Granby, in north central Colorado. Visitors enjoy the area for its great canoeing, kayaking, fishing and hiking opportunities.Recreation
Willow Creek Reservoir is a 300-acre, no-wake lake. It is open to canoes, kayaks and other non-motorized boats. Anglers fish for rainbow, brown and brook trout. Willow Creek can be accessed nearby. National Fishing Week is held annually the first week in June.

Numerous hiking and horseback riding trails are located within the Arapaho National Recreation Area, including the East Shore Trail (which is part of the Continental Divide National Scenic Trail), Roaring Fork Trail and Monarch Lake Trail.Facilities
The campground offers one tent-only campsite that accommodates up to 20 people. Single-family campsites are available at the campground on a first-come, first-served basis. Picnic tables, campfire rings, grills and tent pads are provided, as are vault toilets.Natural Features
The campground is situated on the southern shore of Willow Creek Reservoir, at an elevation of 8,130 feet. Afternoon thunderstorms should be expected during the summer months.

Due to the mountain pine beetle infestation and consequent removal of hazardous trees, there is no shade within the campground.
Nearby Attractions
Lake Granby, Shadow Mountain Lake and Grand Lake are all nearby. Boating, sailing, fishing and hiking are popular activities.

The west entrance of Rocky Mountain National Park's is just north of Grand Lake. With lush valleys and craggy peaks reaching elevations higher than 14,000 feet, visitors are provided opportunities for countless breathtaking experiences and adventures. Scenic driving, hiking, backpacking, fishing, horseback riding and wildlife viewing are popular activities in the park.Charges & Cancellations
Modifications for this campground must be made through Recreation.gov or by calling the call center at 1-877-444-6777 PRIOR to your reservation",,
ridb-262599,Wildhorse Mesa,"Grand Junction, CO",CO,970-244-3000,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,Wildhorse Mesa is an equestrian and hiking trail located in Rabbit Valley within McInnis Canyons National Conservation Area. To view a map of Rabbit Valley visit: https://www.coloradocanyonsassociation.org/maps-ncinnis-canyons/,,
ridb-252213,Yampa Ranger District,CO,CO,,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"The Yampa Ranger District is the southern-most district of the Medicine Bow-Routt National Forests & Thunder Basin National Grassland administrative unit. The District manages Routt National Forest lands, which consist of nearly 400,000 acres of varied terrain, ranging from sagebrush flats to forested mountains to alpine tundra. A variety of year-round recreation opportunities are available to visitors. The Ranger District office is in Yampa, Colorado and hosts 9 campgrounds, several fishing reservoirs, and popular hikes.OTHER INFORMATION:FIRE RESTRICTIONS: Before your arrival, please check with the Yampa Ranger Station to find out if there are fire restrictions 970-638-4516BOAT REGULATIONS: Electric trolling motors are allowed. Internal combustion engines are not allowed. (Combustion engines only allowed at Yamcolo Reservoir). Scroll down for area-specific activities, locations and maps...Select Flat Tops or Gore Range under 'Areas & Activities' in the right-hand sidebar to find recreation sites on the Yampa Ranger District.",,
layover-406913,Candlelight Farms Inn and the Hangar at Candlelight Farms,"New Milford, CT",CT,860-210-0594,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-233330,HOP BROOK LAKE RECREATION AREA,"Middlebury, CT",CT,203-729-8840,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"Overview
Hop Brook Lake Recreation Area is located within the towns of Middlebury, Naugatuck and Waterbury, Connecticut. Its 536 acres provide excellent recreation opportunities and a chance to escape from the growing suburbia surrounding the park. Visitors can enjoy picnicking, hiking, mountain biking, canoeing/kayaking, swimming and fishing.Recreation
Exploring Hop Brook Lake by canoe, kayak or rowboat is a favorite activity of visitors. The park's beach and designated swimming area are also a great place to relax in the warm summer sun.  
 
Fishing is welcome at the lake and its feeder streams, which are periodically stocked by the CT. DEEP with brown, brook, and rainbow trout. Largemouth bass, perch and panfish are also found in the lake.  
 
Hikers, walkers, mountain bikers, cross country skiers and snowshoers will find over seven miles of trails that wind throughout the woods and meadows at Hop Brook Lake. Facilities
This day-use park offers (4) four picnic shelters with electrical outlets, picnic tables, and charcoal grills. An on-site ball field can also be reserved for various sporting events and activities. Regular picnic sites are also spread throughout the park and available on a first come, first served basis. User Fee's are no longer charged to enter the park.
 
Other amenities include restroom facilities with flush toilets/sinks/water fountains, beach/swimming area, hiking/mt. biking trails, ball field, volleyball courts, and horseshoe pits.Natural Features
The forest surrounding Hop Brook Lake is made up of a wide variety of trees including maple, oak, hickory, ash, birch, white pine and hemlock. 
Wildlife is abundant in the area. Bird watchers have the opportunity to see hawks, owls, osprey, turkeys, waterfowl, numerous songbirds and the occasional bald eagle. White-tailed deer, black bears, coyotes, foxes, bobcats, raccoons, possums, beaver, squirrels and many other animals make Hop Brook Lake their home.",,
ridb-234142,NORTHFIELD BROOK LAKE GROUP SHELTERS,"THOMASTON, CT",CT,860-283-5540,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"Overview
Northfield Brook Lake Group Shelters are located along a small scenic lake in the Naugatuck Valley of west-central Connecticut.

Naugatuck Valley boasts picturesque small towns, rolling hills and industry and where public recreation is valued. On warm summer evenings, people gather at the park to enjoy hiking, picnicking and other outdoor activities. Recreation
The recreation area provides two picnic shelters that can be reserved for group events in spring, summer and early fall, though guests are invited to walk the park during daylight hours any time of year.
  
The park gives visitors an easy time of relaxing and having fun in nature. A 1.7-mile long hiking trail follows the brook upstream and up the forested hillside. Anglers seek out stocked trout, as well as warm water fish naturally found in the lake, such as bass.
  
Children and families can learn about natural resources and water safety by attending educational programs given by park rangers on weekends.Facilities
The facility provides the setting and amenities for large groups gatherings. Each of two picnic shelters can each be reserved for up to 100 people. The park also has picnic tables, grills and horseshoe pits.Natural Features
The 208 acres of undeveloped public land at Northfield Brook Lake are managed for recreation, forest and wildlife. The mixed pine and hardwood forest presents a brilliant backdrop of colors during fall foliage season. 
  
Wildlife is abundant in the reservoir area. White-tailed deer, beaver, red fox, raccoon, gray squirrel and cottontail rabbits either live in or visit project lands. Birds spotted at the lake include Canada geese, wood ducks, great blue heron, osprey and American kestrel.
Nearby Attractions
The small town of Thomaston has grocery stores, restaurants and gas stations. Visitors might also enjoy going for a short drive through the scenic Northwest Hills of Connecticut and the quaint New England towns of Litchfield and Goshen.",,
layover-313292,"S & A Farm, LLC","Oxford, CT",CT,203-910-4008,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-551516,Silver Bear Farm,"Windham, CT",CT,860-208-8734,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-9765364,Boone's Farm,"Greenwood, DE",DE,410-340-6818,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-4018340,Iona Stables and Inn,"Milford, DE",DE,302-542-8138,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-234032,Alexander Springs Recreation Area,"ALTOONA, FL",FL,352-669-3522,No Hookups,Stalls|Trails,0.0,0.0,0,0,0,False,False,False,True,False,"Overview
Alexander Springs Recreation Area is located in the Ocala National Forest near the beautiful, turquoise waters of Alexander Springs. With forested scenery and abundant water, the recreation area offers camping, swimming, canoeing, scuba diving (for certified divers), hiking, birding and wildlife viewing.The Ocala National Forest, located in north central Florida, spans four counties and 383,000 acres. It is the southernmost and oldest national forest east of the Mississippi River, and protects the world's largest contiguous sand pine scrub forest.

If you are planning to visit the weekend of Memorial Day through Labor Day on a Saturday, Sunday, or holiday, you will be required to obtain a Vehicle Access Reservation.  
Recreation
Visitors can swim, snorkel and dive year-round in the crystalline waters of the spring. The spring is the only place in the Ocala National Forest where scuba diving is permitted, and a broad and naturally gently sloped spring pool becomes a natural water park where visitors can picnic, swim and play.
If you are planning to visit the weekend of Memorial Day through Labor Day on a Saturday, Sunday, or holiday, you will be required to obtain a Vehicle Access Reservation. Fishing and canoeing are p opular outside the swimming area. Anglers can bring a rod and reel and head down to one of the platforms along the Timucuan Trail to drop a line in Alexander Run. Visitors can rent canoes or bring their own and paddle down Alexander Run into the Alexander Springs Wilderness.Day hikers will appreciate a short interpretive trail on a boardwalk over the spring and through the palm trees. They can also access two segments of the 1,400-mile Florida National Scenic Trail, which runs through the entire national forest.
Facilities
The camping area contains four loops of campsites within an easy walk of the swimming and picnicking area. The sites are shaded with level parking pads for RVs and plenty of space for tents. No hookups are available. Restro",,
layover-418427,Coastal Haven Stables,"Freeport, FL",FL,850-543-8570,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-9886747,Cozy Cabin,"Brooksville, FL",FL,,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-234599,DOE LAKE GROUP SITE,"Silver Springs, FL",FL,352-625-2520,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,True,False,"Overview
Doe Lake is a group campsite with a variety of activities. Centered around a historic lodge with a large group kitchen, it's an ideal place for major outdoor gatherings of up to 250 people. The site is a favorite among equestrian groups, but can also accommodate weddings and other social events. 
Please read before making reservations Doe Lake Rules and Regulations Agreement    
For reservations or refund request please call (877) 444-6777
Recreation
Equestrian camping, canoeing, boating and fishing are some of the popular activities around Doe Lake, and can be enjoyed exclusively by visitors with a group reservation.

Campers can launch a canoe or low-powered boat and drop a line in the middle of Doe Lake for an afternoon of fishing.
Facilities
This site is centered around a classic 1930s Civilian Conservation Corps dining hall that has been historically restored.

Tent camping is most common at this facility. RVs and horse trailers are allowed, but limited to specific areas that do not offer hookups. Restrooms with flush toilets and showers are provided, as are hitching posts for horses.Natural Features
Located in north central Florida, the Ocala National Forest spans four counties and 383,000 acres. It is the southernmost and oldest national forest east of the Mississippi River and protects the world's largest contiguous sand pine scrub forest.

The camping area sits beneath a shady grove of oaks and pines overlooking Doe Lake, and the dining hall sits atop a grassy hill with a view of the water.
Nearby Attractions
The Ocala National Forest is notable for its extensive off-road trail system catering to both ATV enthusiasts and Jeeps, as well as being a traditional destination for deer hunters. These opportunities are available in designated areas throughout the forest.",,
layover-3708713,"Dunwirkyn Farm, LLC","Ocala, FL",FL,352-693-0179,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-6334039,Durham Farms,"McAlpin, FL",FL,215-962-9173,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-4210144,Dusty Rose Farm,"Anthony, FL",FL,636-751-1200,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-8102812,Equestrian Training Center of Ocala,"Ocala, FL",FL,678-777-4859,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-7613892,Flying B Ranch,"New Smyrna Beach, FL",FL,386 478-1244,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-4156873,Green Acres Stables,"Milton, FL",FL,850-207-2986,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-965908,HTH Farms,"Ocala, FL",FL,352-877-2484,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-234031,JUNIPER SPRINGS REC AREA,"SILVER SPRINGS, FL",FL,352-625-3147,Dump Station,Stalls|Trails,0.0,0.0,0,0,0,False,True,False,True,False,"Overview
Juniper Springs Campground is one of the most popular campgrounds in the Ocala National Forest. The location offers deeply shaded sites within walking distance of some of Florida's most beautiful natural springs. The surrounding recreation area has plenty of activities to entertain visitors, including swimming, picnicking, canoeing, snorkeling, hiking, birding and wildlife viewing.

This campground was named one of Reserve America's Top 100 Family Campgrounds in the United States.Recreation
Visitors love swimming in a 72-degree, natural pool found in the day use area. Constructed by the Civilian Conservation Corps, it is more developed with a pool-like look.   
Paddling Juniper Run is also extremely popular year-round. Juniper Run is recognized as one of the top 25 canoe runs in America by ReserveAmerica. This 7-mile waterway winds through a scenic landscape, surrounded by a dense canopy of ancient trees in an old-growth forest.
While the journey offers picturesque scenery, it's important to highlight that Juniper Run is not suitable for beginners due to its challenging course and changing conditions. The run travels through a National Wilderness Area, and as defined in The Wilderness Act of 1967 Section 4(c): ""There shall be no use of motor vehicles, motorized equipment, or motorboats, no landing of aircraft, no other form of mechanical transport, and no structure or installation within any such area."" So, clearing the run is limited to hand tools only. The run often has hazards overhead and underwater that make navigation difficult - even for seasoned paddlers. Learn more about Juniper Run and our rental kayaks & shuttle service: https://www.naventure.com/juniper-run 
Back on land, campers can spend a day in the woods on a segment of the statewide Florida National Scenic Trail, or walk a shorter nature trail within the facility. Interpretive programs are available during summer months.
Facilities
The facility is divided into a day use area and campground.",,
layover-5171233,Mahan Farm,"Tallahassee, FL",FL,850-528-1267,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-7125439,Mandeville Oaks Stables,"Pensacola, FL",FL,850-449-8591,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-6647502,North Florida Horse Motel at Great Grace Farm,"Middleburg, FL",FL,904-891-4788,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-5132626,P&V Farms,"Defuniak, FL",FL,850-596-6874,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-449117,RESTABITFARM,"Milton, FL",FL,609-634-3402,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-234597,RIVER FOREST GROUP SITE,"DELAND, FL",FL,352-625-2520,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,True,False,"Overview
River Forest is a shaded group camping facility on the shores of the St. Johns River in Ocala National Forest. Located just across the river from Deland, the site is popular for groups, family reunions and weddings and can accommodate up to 125 guests.
14 day stay limit in a 30 day period in ALL Ocala National Forest Campgrounds
Recreation
This site is a great setting for groups to relax, picnic and enjoy the shade on a warm day. A large field offers ample space for activities such as softball, volleyball and horseshoe tossing. 

Visitors wanting to venture out of the picnic area can go for a long walk through floodplain forests and pine flatwoods on the St. Francis Trail, or head to the river to canoe, kayak or fish for bass.Facilities
All new facilities are the highlight of the River Forest Group Site. Facilities include a screened pavilion for food preparation and cooking with your own cook stoves.  A new bathhouse has also been built on site.

The camping area is flat for tents with some shade provided by trees. While RVs are welcome, there are no hookups and all vehicles must remain in the designated parking area. Grills and picnic tables are provided.Natural Features
The Ocala National Forest spans four counties and 383,000 acres. It is the southernmost and oldest national forest east of the Mississippi River and protects the world's largest contiguous sand pine scrub forest.

The campground is shaded with large live oaks with a flat, grassy patch of land that leads to the St. Johns River.
Nearby Attractions
The Ocala National Forest is notable for its extensive off-road trail system catering to off-road vehicle enthusiasts, as well as being a traditional destination for deer hunters from around Central Florida. Numerous lakes, rivers and natural springs surround the area and offer many water activities.",,
layover-5214357,Remington Ranch,"Dade City, FL",FL,727-433-5865,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-233638,ST LUCIE SOUTH,"STUART, FL",FL,772-287-1382,50A|Water|Dump Station,Trails,0.0,0.0,0,0,0,False,True,False,False,False,"Overview
St. Lucie Campground provides a relaxing camping experience on the St. Lucie Canal, part of the 152 mile Okeechobee Waterway that spans South Florida from the Atlantic Ocean to the Gulf of Mexico.   Campers can enjoy watching boats and the occasional manatee pass through the St Lucie Lock while sitting under the warm Florida sun.Recreation
Hike the St. Lucie Nature Trail on the north side of the canal, or spend the day fishing and boating on the St Lucie Canal and the south fork of the St. Lucie River.Facilities
The St. Lucie South Campground offers waterfront RV and tent sites, plus cruiser sites for boat campers. All RV and cruiser sites have 50 amp electric and water hookups. Our tent sites also have electric. A trailer dump station is on site for your convenience A family-friendly visitor center, group picnic shelter, horseshoe pit and  are onsite to entertain the group.
Natural Features
Tropical vegetation surrounds the campground, which is about 25 miles east of Lake Okeechobee, the second largest freshwater lake in the United States.   
The lake is 451,000 acres and on average only 9 feet deep.
Nearby Attractions
The Hobe Sound National Wildlife Refuge is recommended for visitors who are interested in the many species of birds in the area.   
The city of Stuart is just down the road with restaurants and shopping. Sandy beaches located on nearby Hutchison Island make for a fun days trip to the Atlantic Ocean.
Nearby Fort Pierce is home to the National Navy UDT-SEAL Museum.",,
layover-5390101,Spotted Dance Ranch,"Brooksville, FL",FL,352-442-2737,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-4098242,Steel Magnolias Equine and Canine Aquatic Center,"Pace, FL",FL,850-304-4381,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-2778623,Sundry Farm,"Ocala, FL",FL,352-547-6665,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-1017739,"Tickety Boo Farm, LLC","Melrose, FL",FL,386-847-4642,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
layover-799954,Villa Azure,"Ocala, FL",FL,727-217-5772,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
ridb-261793,W.P. FRANKLIN SOUTH RECREATION AREA,"ALVA, FL",FL,239-694-2582,No Hookups,Trails,0.0,0.0,0,0,0,False,False,False,False,False,"Overview
WP Franklin South Recreation Area is a day use area located on the Caloosahatchee River adjacent to the WP Franklin Lock and Dam. Visitors can watch boats traversing the 152 mile Okeechobee Waterway that spans South Florida from the Atlantic Ocean to the Gulf of Mexico, enjoy the exhibits at the visitor center or just relax with a picnic lunch.Recreation
Boating, canoeing and kayaking on the Caloosahatchee River are popular activities. Anglers can try their luck with catching both freshwater and saltwater fish.Facilities
This day use area has a visitor center, boat ramp, volleyball and horseshoe courts, a playground and several covered picnic sites. Flush toilets and drinking water are also available. There are two group picnic shelters available for reservation. Each shelter has water and electricity, six picnic tables, a large charcoal BBQ grill and can accommodate up to 50 people.
Nearby Attractions
Lee County Manatee Park is six miles west on Palm Beach Blvd. Hickeys Creek Mitigation Park is two miles east on Palm Beach Boulevard, Gulf of Mexico beaches and the J.N. Ding Darling National Wildlife Refuge are 30 miles to the west.",,
layover-9553431,"Alliance Horsemanship, LLC","Homer, GA",GA,706-499-3758,30A,Stalls|Corrals|Trails,0.0,0.0,60,0,0,False,False,False,False,False,"Horse layover facility. Call to verify availability, amenities, and pricing before arrival.",,
